id,title,authors,abstract,field,field_multi,is_AP,is_NA
2502.01783v1,Uniform attraction and exit problems for stochastic damped wave equations,Ioannis Gasteratos; Michael Salins; Konstantinos Spiliopoulos,"We consider a class of wave equations with constant damping and polynomial nonlinearities that are perturbed by small, multiplicative, space-time white noise. The equations are defined on a one-dimensional bounded interval with Dirichlet boundary conditions, continuous initial position and distributional initial velocity. In the first part of this work, we study the corresponding deterministic dynamics and prove that certain neighborhoods of asymptotically stable equilibria are uniformly attracting in the topology of uniform convergence. Then, we consider exit problems for local solutions of the stochastic damped wave equations from bounded domains $D$ of uniform attraction. Using tools from large deviations along with novel controllability results, we obtain logarithmic asymptotics for exit times and exit places, in the vanishing noise limit, that are expressed in terms of the corresponding quasipotential. In doing so, we develop arguments that take into account the lack of both smoothing and exact controllability that are inherent to the problem at hand. Moreover, our exit time results provide asymptotic lower bounds for the mean explosion time of local solutions. We introduce a novel notion of ""regular"" boundary points allowing to avoid the question of boundary smoothness in infinite dimensions and leading to the proof of a large deviations lower bound for the exit place. We illustrate this notion by providing explicit examples for different classes of domains $D$. Conditions under which lower and upper bounds for exit time and exit place logarithmic asymptotic hold, are also presented. In addition, we obtain deterministic stability results for linear damped wave equations that are of independent interest.",AP,AP,1,0
2502.01566v1,Superharmonic functions in the upper half space with a nonlocal boundary condition,Marius Ghergu,"We discuss the existence of positive superharmonic functions $u$ in $\mathbb{R}^N_+=\mathbb{R}^{N-1}\times (0, \infty)$, $N\geq 3$, in the sense $-\Delta u=\mu$ for some Radon measure $\mu$, so that $u$ satisfies the nonlocal boundary condition $$ \frac{\partial u}{\partial n}(x',0)=\lambda \int\limits_{\mathbb{R}^{N-1}}\frac{u(y',0)^p}{|x'-y'|^k}dy' \quad\mbox{ on }\partial \mathbb{R}^N_+, $$ where $p,\lambda>0$ and $k\in (0, N-1)$. First, we show that no solutions exist if $0<k\leq 1$. Next, if $1<k<N-1$, we obtain a new critical exponent given by $p^*=\frac{N-1}{k-1}$ for the existence of such solutions. If $\mu\equiv 0$ we construct an exact solution for $p>p^*$ and discuss the existence of regular solutions, case in which we identify a second critical exponent given by $p^{**}=2\cdot \frac{N-1}{k-1}-1$. Our approach combines various integral estimates with the properties of the newly introduced $\alpha$-lifting operator and fixed point theorems.",AP,AP,1,0
2502.01514v1,Well-Posedness of the Hodge Wave Equation on a Compact Manifold,Filippo Testa,"In this work, we study the Hodge wave equation on a compact orientable manifold. We present the necessary differential geometry language to treat Sobolev spaces of differential forms and use these tools to identify a boundary triplet for the problem.   We use this boundary triplet to determine a class of boundary conditions for which the problem is well-posed.",AP,AP,1,0
2502.01470v2,Nearly parallel helical vortex filaments in the three dimensional Euler equations,Ignacio Guerra; Monica Musso,"Klein, Majda, and Damodaran have previously developed a formalized asymptotic motion law describing the evolution of nearly parallel vortex filaments within the framework of the three-dimensional Euler equations for incompressible fluids. In this study, we rigorously justify this model for two configurations: the central configuration consisting of regular polygons of $N$ helical-filaments rotating with constant speed, and the central configurations of $N+1$ vortex filaments, where an $N$-polygonal central configuration surrounds a central straight filament.",AP,AP,1,0
2502.01466v1,On the transmission eigenvalues for scattering by a clamped planar region,Isaac Harris; Heejin Lee; Andreas Kleefeld,"In this paper, we consider a new transmission eigenvalue problem derived from the scattering by a clamped cavity in a thin elastic material. Scattering in a thin elastic material can be modeled by the Kirchhoff--Love infinite plate problem. This results in a biharmonic scattering problem that can be handled by operator splitting. The main novelty of this transmission eigenvalue problem is that it is posed in all of $\mathbb{R}^2$. This adds analytical and computational difficulties in studying this eigenvalue problem. Here, we prove that the eigenvalues can be recovered from the far field data as well as discreteness of the transmission eigenvalues. We provide some numerical experiments via boundary integral equations to demonstrate the theoretical results. We also conjecture monotonicity with respect to the measure of the scatterer from our numerical experiments.",AP,AP,1,0
2502.01434v1,Regularity and positivity of solutions of the Consensus-Based Optimization equation: unconditional global convergence,Massimo Fornasier; Lukang Sun,"Introduced in 2017 \cite{B1-pinnau2017consensus}, Consensus-Based Optimization (CBO) has rapidly emerged as a significant breakthrough in global optimization. This straightforward yet powerful multi-particle, zero-order optimization method draws inspiration from Simulated Annealing and Particle Swarm Optimization. Using a quantitative mean-field approximation, CBO dynamics can be described by a nonlinear Fokker-Planck equation with degenerate diffusion, which does not follow a gradient flow structure.   In this paper, we demonstrate that solutions to the CBO equation remain positive and maintain full support. Building on this foundation, we establish the { unconditional} global convergence of CBO methods to global minimizers. Our results are derived through an analysis of solution regularity and the proof of existence for smooth, classical solutions to a broader class of drift-diffusion equations, despite the challenges posed by degenerate diffusion.",AP,AP,1,0
2502.01353v1,A coupling approach to Lipschitz transport maps,Giovanni Conforti; Katharina Eichinger,"In this note, we propose a probabilistic approach to bound the (dimension-free) Lipschitz constant of the Langevin flow map on $\mathbb{R}^d$ introduced by Kim and Milman (2012). As example of application, we construct Lipschitz maps from a uniformly $\log$-concave probability measure to $\log$-Lipschitz perturbations as in Fathi, Mikulincer, Shenfeld (2024). Our proof is based on coupling techniques applied to the stochastic representation of the family of vector fields inducing the transport map. This method is robust enough to relax the uniform convexity to a weak asymptotic convexity condition and to remove the bound on the third derivative of the potential of the source measure.",AP,AP,1,0
2502.01301v1,Duality for the gradient of a $p$-harmonic function and the existence of gradient curves,Sylvester Eriksson-Bique; Saara Sarsa,"Every convex optimization problem has a dual problem. The $p$-Dirichlet problem in metric measure spaces is an optimization problem whose solutions are $p$-harmonic functions. What is its dual problem? In this paper, we give an answer to this problem in the following form. We give a generalized modulus problem whose solution is the gradient of the $p$-harmonic function for metric measure spaces. Its dual problem is an optimization problem for measures on curves and we show exact duality and the existence of minimizers for this dual problem under appropriate assumptions. When applied to $p$-harmonic functions the minimizers of this dual problem are supported on gradient curves, yielding a natural concept associated to such functions that has yet to be studied. This process defines a natural dual metric current and proves the existence of gradient curves. These insights are then used to construct a counter example answering the old ``sheaf problem'' on metric spaces: in contrast to Euclidean spaces, in general metric spaces being $p$-harmonic is not strictly speaking a local property.",AP,AP,1,0
2502.01274v1,"Super-duality and necessary optimality conditions of order ""infinity"" in optimal control theory",Nikolay Pogodaev; Maxim Staritsyn,"We systematically introduce an approach to the analysis and (numerical) solution of a broad class of nonlinear unconstrained optimal control problems, involving ordinary and distributed systems. Our approach relies on exact representations of the increments of the objective functional, drawing inspiration from the classical Weierstrass formula in Calculus of Variations. While such representations are straightforward to devise for state-linear problems (in vector spaces), they can also be extended to nonlinear models (in metric spaces) by immersing them into suitable linear ""super-structures"". We demonstrate that these increment formulas lead to necessary optimality conditions of an arbitrary order. Moreover, they enable to formulate optimality conditions of ""infinite order"", incorporating a kind of feedback mechanism. As a central result, we rigorously apply this general technique to the optimal control of nonlocal continuity equations in the space of probability measures.",AP,AP,1,0
2502.01209v1,Pathwise mild solutions for superlinear stochastic evolution equations and their attractors,Alexandra Blessing; Tim Seitz; Stefanie Sonner; Bao Quoc Tang,"We investigate stochastic parabolic evolution equations with time-dependent random generators and locally Lipschitz continuous drift terms. Using pathwise mild solutions, we construct an infinite-dimensional stationary Ornstein-Uhlenbeck type process, which is shown to be tempered in suitable function spaces. This property, together with a bootstrapping argument based on the regularizing effect of parabolic evolution families, is then applied to prove the global well-posedness and the existence of a random attractor for reaction-diffusion equations with random non-autonomous generators and nonlinearities satisfying certain growth and dissipativity assumptions.",AP,AP,1,0
2502.01148v1,A Discontinuous Galerkin Method for H(curl)-Elliptic Hemivariational Inequalities,Xiajie Huang; Fei Wang; Weimin Han; Min Ling,"In this paper, we develop a Discontinuous Galerkin (DG) method for solving H(curl)-elliptic hemivariational inequalities. By selecting an appropriate numerical flux, we construct an Interior Penalty Discontinuous Galerkin (IPDG) scheme. A comprehensive numerical analysis of the IPDG method is conducted, addressing key aspects such as consistency, boundedness, stability, and the existence, uniqueness, uniform boundedness of the numerical solutions. Building on these properties, we establish a priori error estimates, demonstrating the optimal convergence order of the numerical solutions under suitable solution regularity assumptions. Finally, a numerical example is presented to illustrate the theoretically predicted convergence order and to show the effectiveness of the proposed method.",AP_NA,AP;NA,1,1
2502.01139v1,Ideal MHD. Part II: Rigidity from infinity for ideal Alfvén waves in 3D thin domains,Mengni Li,"This paper concerns the rigidity from infinity for Alfv\'en waves governed by ideal incompressible magnetohydrodynamic equations subjected to strong background magnetic fields along the $x_1$-axis in 3D thin domains $\Omega_\delta=\mathbb{R}^2\times(-\delta,\delta)$ with $\delta\in(0,1]$ and slip boundary conditions. We show that in any thin domain $\Omega_\delta$, Alfv\'en waves must vanish identically if their scattering fields vanish at infinities. As an application, the rigidity of Alfv\'en waves in $\Omega_{\delta}$, propagating along the horizontal direction, can be approximated by the rigidity of Alfv\'en waves in $\mathbb{R}^2$ when $\delta$ is sufficiently small. Our proof relies on the uniform (with respect to $\delta$) weighted energy estimates with a position parameter in weights to track the center of Alfv\'en waves. The key issues in the analysis include dealing with the nonlinear nature of Alfv\'en waves and the geometry of thin domains.",AP,AP,1,0
